Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
2023-09-17,Monza,Lecce,1,1,D,1.0,1.0,D,2023-2024,25.0,4.0,6.0,3.0,17.0,11.0,10.0,1.0,6.0,1.0,1.0,1.0
2023-09-17,Fiorentina,Atalanta,3,2,H,2.0,1.0,H,2023-2024,15.0,11.0,8.0,4.0,8.0,14.0,3.0,4.0,1.0,2.0,0.0,0.0
2023-09-17,Roma,Empoli,7,0,H,3.0,0.0,H,2023-2024,14.0,8.0,9.0,2.0,15.0,5.0,2.0,6.0,2.0,2.0,0.0,0.0
2023-09-18,Salernitana,Torino,0,3,A,0.0,2.0,A,2023-2024,14.0,11.0,4.0,3.0,12.0,16.0,1.0,2.0,2.0,2.0,0.0,0.0
2023-09-18,Verona,Bologna,0,0,D,0.0,0.0,D,2023-2024,9.0,11.0,1.0,4.0,18.0,10.0,3.0,4.0,4.0,2.0,0.0,0.0
2023-09-22,Salernitana,Frosinone,1,1,D,0.0,1.0,A,2023-2024,19.0,9.0,6.0,3.0,12.0,12.0,8.0,6.0,2.0,2.0,0.0,0.0
2023-09-22,Lecce,Genoa,1,0,H,0.0,0.0,D,2023-2024,18.0,8.0,3.0,1.0,12.0,10.0,4.0,3.0,1.0,3.0,0.0,1.0
2023-09-23,Milan,Verona,1,0,H,1.0,0.0,H,2023-2024,9.0,10.0,4.0,2.0,13.0,9.0,2.0,3.0,4.0,2.0,0.0,0.0
2023-09-23,Sassuolo,Juventus,4,2,H,2.0,1.0,H,2023-2024,18.0,15.0,7.0,2.0,13.0,8.0,6.0,3.0,4.0,2.0,0.0,0.0
2023-09-23,Lazio,Monza,1,1,D,1.0,1.0,D,2023-2024,8.0,16.0,1.0,4.0,13.0,7.0,1.0,3.0,2.0,2.0,0.0,0.0
2023-09-24,Empoli,Inter,0,1,A,0.0,0.0,D,2023-2024,7.0,23.0,1.0,6.0,15.0,11.0,3.0,6.0,2.0,2.0,0.0,0.0
2023-09-24,Atalanta,Cagliari,2,0,H,1.0,0.0,H,2023-2024,10.0,11.0,6.0,1.0,6.0,11.0,7.0,7.0,1.0,2.0,0.0,0.0
2023-09-24,Udinese,Fiorentina,0,2,A,0.0,1.0,A,2023-2024,20.0,6.0,8.0,2.0,13.0,11.0,10.0,3.0,0.0,1.0,0.0,0.0
2023-09-24,Bologna,Napoli,0,0,D,0.0,0.0,D,2023-2024,5.0,12.0,2.0,4.0,16.0,12.0,5.0,5.0,4.0,5.0,0.0,0.0
2023-09-24,Torino,Roma,1,1,D,0.0,0.0,D,2023-2024,13.0,11.0,4.0,3.0,4.0,5.0,7.0,1.0,0.0,2.0,0.0,0.0
2023-09-26,Juventus,Lecce,1,0,H,0.0,0.0,D,2023-2024,14.0,2.0,5.0,0.0,14.0,15.0,5.0,1.0,2.0,5.0,0.0,1.0
2023-09-27,Cagliari,Milan,1,3,A,1.0,2.0,A,2023-2024,16.0,17.0,6.0,6.0,13.0,6.0,3.0,5.0,3.0,1.0,0.0,0.0
2023-09-27,Empoli,Salernitana,1,0,H,1.0,0.0,H,2023-2024,13.0,14.0,6.0,2.0,18.0,13.0,10.0,2.0,2.0,1.0,0.0,0.0
2023-09-27,Verona,Atalanta,0,1,A,0.0,1.0,A,2023-2024,11.0,8.0,2.0,2.0,10.0,25.0,4.0,1.0,2.0,3.0,0.0,0.0
2023-09-27,Inter,Sassuolo,1,2,A,1.0,0.0,H,2023-2024,13.0,13.0,3.0,6.0,10.0,8.0,8.0,6.0,0.0,1.0,0.0,0.0
2023-09-27,Lazio,Torino,2,0,H,0.0,0.0,D,2023-2024,6.0,7.0,3.0,2.0,12.0,13.0,4.0,2.0,1.0,4.0,0.0,0.0
2023-09-27,Napoli,Udinese,4,1,H,2.0,0.0,H,2023-2024,23.0,13.0,10.0,3.0,11.0,10.0,8.0,4.0,1.0,1.0,0.0,0.0
2023-09-28,Frosinone,Fiorentina,1,1,D,0.0,1.0,A,2023-2024,11.0,19.0,3.0,6.0,6.0,11.0,8.0,10.0,3.0,3.0,0.0,0.0
2023-09-28,Monza,Bologna,0,0,D,0.0,0.0,D,2023-2024,12.0,7.0,3.0,5.0,9.0,13.0,7.0,5.0,5.0,3.0,0.0,1.0
2023-09-28,Genoa,Roma,4,1,H,2.0,1.0,H,2023-2024,8.0,13.0,4.0,3.0,7.0,12.0,1.0,7.0,4.0,3.0,0.0,0.0
2023-09-30,Lecce,Napoli,0,4,A,0.0,1.0,A,2023-2024,9.0,15.0,4.0,6.0,11.0,11.0,3.0,7.0,3.0,2.0,0.0,0.0
2023-09-30,Milan,Lazio,2,0,H,0.0,0.0,D,2023-2024,14.0,13.0,7.0,4.0,15.0,5.0,7.0,1.0,3.0,2.0,0.0,0.0
2023-09-30,Salernitana,Inter,0,4,A,0.0,0.0,D,2023-2024,12.0,16.0,3.0,6.0,12.0,10.0,3.0,3.0,2.0,1.0,0.0,0.0
2023-10-01,Bologna,Empoli,3,0,H,1.0,0.0,H,2023-2024,21.0,12.0,9.0,4.0,11.0,16.0,2.0,6.0,2.0,4.0,0.0,0.0
2023-10-01,Udinese,Genoa,2,2,D,1.0,2.0,A,2023-2024,11.0,8.0,2.0,4.0,12.0,12.0,5.0,0.0,2.0,2.0,1.0,0.0
2023-10-01,Atalanta,Juventus,0,0,D,0.0,0.0,D,2023-2024,15.0,5.0,2.0,3.0,13.0,7.0,5.0,2.0,1.0,2.0,0.0,0.0
2023-10-01,Roma,Frosinone,2,0,H,1.0,0.0,H,2023-2024,11.0,8.0,5.0,0.0,12.0,11.0,7.0,3.0,1.0,2.0,0.0,0.0
2023-10-02,Sassuolo,Monza,0,1,A,0.0,0.0,D,2023-2024,19.0,13.0,7.0,4.0,8.0,10.0,7.0,4.0,0.0,0.0,0.0,0.0
2023-10-02,Torino,Verona,0,0,D,0.0,0.0,D,2023-2024,8.0,5.0,2.0,2.0,6.0,11.0,10.0,1.0,1.0,1.0,0.0,0.0
2023-10-02,Fiorentina,Cagliari,3,0,H,2.0,0.0,H,2023-2024,14.0,6.0,2.0,4.0,10.0,10.0,4.0,2.0,1.0,1.0,0.0,0.0
2023-10-06,Empoli,Udinese,0,0,D,0.0,0.0,D,2023-2024,18.0,11.0,3.0,1.0,11.0,15.0,5.0,7.0,1.0,2.0,0.0,0.0
2023-10-06,Lecce,Sassuolo,1,1,D,0.0,1.0,A,2023-2024,13.0,14.0,4.0,1.0,9.0,15.0,5.0,3.0,2.0,3.0,0.0,0.0
2023-10-07,Inter,Bologna,2,2,D,2.0,1.0,H,2023-2024,14.0,8.0,5.0,3.0,11.0,9.0,7.0,7.0,2.0,3.0,0.0,0.0
2023-10-07,Juventus,Torino,2,0,H,0.0,0.0,D,2023-2024,17.0,10.0,6.0,1.0,10.0,8.0,7.0,3.0,1.0,1.0,0.0,0.0
2023-10-07,Genoa,Milan,0,1,A,0.0,0.0,D,2023-2024,7.0,12.0,1.0,3.0,10.0,13.0,3.0,2.0,3.0,5.0,1.0,1.0
2023-10-08,Monza,Salernitana,3,0,H,2.0,0.0,H,2023-2024,16.0,8.0,7.0,5.0,8.0,16.0,7.0,7.0,1.0,2.0,0.0,0.0
2023-10-08,Frosinone,Verona,2,1,H,1.0,0.0,H,2023-2024,11.0,16.0,2.0,4.0,9.0,12.0,2.0,4.0,1.0,4.0,0.0,0.0
2023-10-08,Lazio,Atalanta,3,2,H,2.0,1.0,H,2023-2024,12.0,12.0,4.0,4.0,7.0,10.0,4.0,6.0,1.0,1.0,0.0,0.0
2023-10-08,Cagliari,Roma,1,4,A,0.0,2.0,A,2023-2024,16.0,11.0,2.0,5.0,15.0,13.0,4.0,3.0,2.0,3.0,0.0,0.0
2023-10-08,Napoli,Fiorentina,1,3,A,1.0,1.0,D,2023-2024,16.0,12.0,4.0,3.0,4.0,14.0,6.0,4.0,2.0,4.0,0.0,0.0
2023-10-21,Verona,Napoli,1,3,A,0.0,2.0,A,2023-2024,15.0,22.0,9.0,10.0,12.0,9.0,5.0,8.0,3.0,2.0,0.0,0.0
2023-10-21,Torino,Inter,0,3,A,0.0,0.0,D,2023-2024,7.0,14.0,3.0,4.0,13.0,8.0,2.0,4.0,1.0,2.0,0.0,0.0
2023-10-21,Sassuolo,Lazio,0,2,A,0.0,2.0,A,2023-2024,9.0,18.0,2.0,6.0,6.0,10.0,5.0,7.0,1.0,5.0,0.0,0.0
2023-10-22,Roma,Monza,1,0,H,0.0,0.0,D,2023-2024,21.0,11.0,4.0,4.0,11.0,11.0,8.0,5.0,2.0,4.0,0.0,1.0
2023-10-22,Bologna,Frosinone,2,1,H,2.0,0.0,H,2023-2024,12.0,12.0,6.0,5.0,10.0,14.0,4.0,5.0,2.0,2.0,0.0,1.0
2023-10-22,Salernitana,Cagliari,2,2,D,0.0,0.0,D,2023-2024,13.0,13.0,2.0,6.0,11.0,12.0,8.0,5.0,3.0,4.0,0.0,0.0
2023-10-22,Atalanta,Genoa,2,0,H,0.0,0.0,D,2023-2024,13.0,15.0,8.0,4.0,17.0,9.0,8.0,4.0,4.0,2.0,0.0,0.0
2023-10-22,Milan,Juventus,0,1,A,0.0,0.0,D,2023-2024,7.0,14.0,1.0,4.0,12.0,16.0,6.0,3.0,1.0,4.0,1.0,0.0
2023-10-23,Udinese,Lecce,1,1,D,0.0,0.0,D,2023-2024,12.0,12.0,6.0,1.0,11.0,15.0,2.0,7.0,3.0,5.0,0.0,0.0
2023-10-23,Fiorentina,Empoli,0,2,A,0.0,1.0,A,2023-2024,19.0,7.0,7.0,3.0,13.0,17.0,13.0,3.0,1.0,3.0,0.0,0.0
2023-10-27,Genoa,Salernitana,1,0,H,1.0,0.0,H,2023-2024,8.0,7.0,4.0,2.0,11.0,19.0,7.0,0.0,3.0,4.0,0.0,0.0
2023-10-28,Sassuolo,Bologna,1,1,D,1.0,1.0,D,2023-2024,17.0,9.0,6.0,5.0,11.0,10.0,6.0,2.0,1.0,4.0,0.0,0.0
2023-10-28,Lecce,Torino,0,1,A,0.0,1.0,A,2023-2024,11.0,10.0,6.0,2.0,17.0,19.0,3.0,0.0,3.0,5.0,0.0,0.0
2023-10-28,Juventus,Verona,1,0,H,0.0,0.0,D,2023-2024,30.0,7.0,6.0,1.0,13.0,8.0,5.0,1.0,3.0,2.0,0.0,0.0
2023-10-29,Cagliari,Frosinone,4,3,H,0.0,2.0,A,2023-2024,24.0,10.0,6.0,6.0,8.0,7.0,5.0,7.0,1.0,4.0,0.0,0.0
2023-10-29,Monza,Udinese,1,1,D,1.0,0.0,H,2023-2024,10.0,10.0,4.0,3.0,15.0,11.0,10.0,3.0,2.0,1.0,0.0,0.0
2023-10-29,Inter,Roma,1,0,H,0.0,0.0,D,2023-2024,19.0,3.0,3.0,1.0,14.0,9.0,8.0,0.0,3.0,4.0,0.0,0.0
2023-10-29,Napoli,Milan,2,2,D,0.0,2.0,A,2023-2024,17.0,20.0,4.0,6.0,14.0,10.0,6.0,4.0,4.0,3.0,1.0,0.0
2023-10-30,Empoli,Atalanta,0,3,A,0.0,2.0,A,2023-2024,9.0,18.0,2.0,6.0,10.0,13.0,3.0,6.0,4.0,0.0,0.0,0.0
2023-10-30,Lazio,Fiorentina,1,0,H,0.0,0.0,D,2023-2024,11.0,9.0,4.0,5.0,12.0,17.0,0.0,4.0,3.0,3.0,0.0,0.0
2023-11-03,Bologna,Lazio,1,0,H,0.0,0.0,D,2023-2024,6.0,11.0,2.0,1.0,12.0,8.0,2.0,6.0,2.0,5.0,0.0,0.0
2023-11-04,Salernitana,Napoli,0,2,A,0.0,1.0,A,2023-2024,10.0,21.0,3.0,8.0,15.0,10.0,8.0,9.0,1.0,1.0,0.0,0.0
2023-11-04,Atalanta,Inter,1,2,A,0.0,1.0,A,2023-2024,14.0,10.0,4.0,4.0,13.0,9.0,6.0,1.0,4.0,1.0,1.0,0.0
2023-11-04,Milan,Udinese,0,1,A,0.0,0.0,D,2023-2024,14.0,12.0,5.0,2.0,13.0,14.0,11.0,5.0,1.0,2.0,0.0,0.0
2023-11-05,Verona,Monza,1,3,A,0.0,1.0,A,2023-2024,16.0,12.0,5.0,6.0,6.0,12.0,2.0,6.0,1.0,2.0,0.0,0.0
2023-11-05,Cagliari,Genoa,2,1,H,0.0,0.0,D,2023-2024,12.0,8.0,4.0,2.0,14.0,11.0,1.0,1.0,4.0,2.0,0.0,0.0
2023-11-05,Roma,Lecce,2,1,H,0.0,0.0,D,2023-2024,15.0,15.0,5.0,4.0,18.0,11.0,5.0,2.0,3.0,5.0,0.0,0.0
2023-11-05,Fiorentina,Juventus,0,1,A,0.0,1.0,A,2023-2024,25.0,4.0,4.0,3.0,12.0,21.0,9.0,2.0,1.0,3.0,0.0,0.0
2023-11-06,Frosinone,Empoli,2,1,H,0.0,0.0,D,2023-2024,17.0,10.0,5.0,2.0,7.0,9.0,9.0,2.0,3.0,2.0,0.0,0.0
2023-11-06,Torino,Sassuolo,2,1,H,1.0,1.0,D,2023-2024,21.0,5.0,9.0,2.0,9.0,6.0,9.0,2.0,1.0,1.0,0.0,0.0
2023-11-10,Sassuolo,Salernitana,2,2,D,1.0,2.0,A,2023-2024,29.0,9.0,9.0,2.0,12.0,14.0,11.0,0.0,2.0,1.0,0.0,0.0
2023-11-10,Genoa,Verona,1,0,H,1.0,0.0,H,2023-2024,16.0,7.0,6.0,1.0,9.0,16.0,6.0,7.0,1.0,4.0,0.0,0.0
2023-11-11,Lecce,Milan,2,2,D,0.0,2.0,A,2023-2024,14.0,10.0,5.0,6.0,12.0,16.0,3.0,1.0,4.0,6.0,0.0,1.0
2023-11-11,Juventus,Cagliari,2,1,H,0.0,0.0,D,2023-2024,18.0,11.0,4.0,2.0,14.0,8.0,12.0,4.0,3.0,1.0,0.0,0.0
2023-11-11,Monza,Torino,1,1,D,0.0,0.0,D,2023-2024,12.0,12.0,5.0,5.0,11.0,11.0,3.0,1.0,2.0,2.0,0.0,0.0
2023-11-12,Napoli,Empoli,0,1,A,0.0,0.0,D,2023-2024,18.0,8.0,7.0,3.0,11.0,13.0,8.0,3.0,1.0,1.0,0.0,0.0
2023-11-12,Fiorentina,Bologna,2,1,H,1.0,1.0,D,2023-2024,12.0,11.0,4.0,4.0,19.0,15.0,0.0,3.0,2.0,2.0,0.0,0.0
2023-11-12,Udinese,Atalanta,1,1,D,1.0,0.0,H,2023-2024,13.0,8.0,4.0,2.0,13.0,13.0,7.0,7.0,2.0,3.0,0.0,0.0
2023-11-12,Lazio,Roma,0,0,D,0.0,0.0,D,2023-2024,7.0,8.0,2.0,1.0,12.0,13.0,4.0,1.0,3.0,4.0,0.0,0.0
2023-11-12,Inter,Frosinone,2,0,H,1.0,0.0,H,2023-2024,21.0,12.0,6.0,3.0,7.0,16.0,9.0,4.0,0.0,1.0,0.0,0.0
2023-11-25,Salernitana,Lazio,2,1,H,0.0,1.0,A,2023-2024,13.0,13.0,6.0,2.0,11.0,12.0,4.0,9.0,5.0,3.0,0.0,0.0
2023-11-25,Atalanta,Napoli,1,2,A,0.0,1.0,A,2023-2024,16.0,11.0,5.0,4.0,15.0,9.0,5.0,4.0,2.0,2.0,0.0,0.0
2023-11-25,Milan,Fiorentina,1,0,H,1.0,0.0,H,2023-2024,9.0,20.0,6.0,4.0,9.0,10.0,3.0,11.0,1.0,2.0,0.0,0.0
2023-11-26,Cagliari,Monza,1,1,D,1.0,0.0,H,2023-2024,17.0,12.0,6.0,4.0,10.0,15.0,10.0,11.0,1.0,2.0,0.0,0.0
2023-11-26,Empoli,Sassuolo,3,4,A,2.0,2.0,D,2023-2024,11.0,17.0,9.0,9.0,20.0,15.0,6.0,5.0,4.0,2.0,0.0,0.0
2023-11-26,Frosinone,Genoa,2,1,H,1.0,1.0,D,2023-2024,9.0,13.0,5.0,3.0,5.0,14.0,4.0,2.0,2.0,4.0,0.0,0.0
2023-11-26,Roma,Udinese,3,1,H,1.0,0.0,H,2023-2024,12.0,6.0,5.0,2.0,8.0,15.0,7.0,1.0,1.0,3.0,0.0,0.0
2023-11-26,Juventus,Inter,1,1,D,1.0,1.0,D,2023-2024,4.0,8.0,1.0,4.0,12.0,13.0,1.0,0.0,2.0,1.0,0.0,0.0
2023-11-27,Verona,Lecce,2,2,D,1.0,1.0,D,2023-2024,19.0,14.0,11.0,5.0,15.0,17.0,4.0,2.0,1.0,2.0,0.0,0.0
2023-11-27,Bologna,Torino,2,0,H,0.0,0.0,D,2023-2024,13.0,9.0,2.0,3.0,16.0,15.0,3.0,2.0,3.0,4.0,0.0,0.0
2023-12-01,Monza,Juventus,1,2,A,0.0,1.0,A,2023-2024,16.0,18.0,1.0,7.0,12.0,8.0,7.0,3.0,1.0,2.0,0.0,0.0
2023-12-02,Genoa,Empoli,1,1,D,1.0,0.0,H,2023-2024,21.0,9.0,1.0,1.0,15.0,19.0,5.0,3.0,3.0,1.0,0.0,0.0
2023-12-02,Lazio,Cagliari,1,0,H,1.0,0.0,H,2023-2024,10.0,9.0,5.0,2.0,11.0,12.0,4.0,3.0,0.0,2.0,0.0,1.0
2023-12-02,Milan,Frosinone,3,1,H,1.0,0.0,H,2023-2024,10.0,15.0,3.0,3.0,11.0,6.0,6.0,7.0,1.0,1.0,0.0,0.0
2023-12-03,Lecce,Bologna,1,1,D,0.0,0.0,D,2023-2024,14.0,11.0,4.0,4.0,12.0,18.0,6.0,3.0,3.0,2.0,0.0,0.0
2023-12-03,Fiorentina,Salernitana,3,0,H,2.0,0.0,H,2023-2024,22.0,11.0,9.0,1.0,13.0,12.0,3.0,2.0,1.0,0.0,0.0,0.0
2023-12-03,Udinese,Verona,3,3,D,2.0,1.0,H,2023-2024,12.0,13.0,6.0,4.0,16.0,13.0,5.0,3.0,2.0,5.0,0.0,0.0
2023-12-03,Sassuolo,Roma,1,2,A,1.0,0.0,H,2023-2024,8.0,15.0,2.0,7.0,10.0,11.0,1.0,11.0,4.0,1.0,1.0,0.0
2023-12-03,Napoli,Inter,0,3,A,0.0,1.0,A,2023-2024,15.0,11.0,4.0,4.0,2.0,13.0,6.0,4.0,2.0,2.0,0.0,0.0
2023-12-04,Torino,Atalanta,3,0,H,1.0,0.0,H,2023-2024,9.0,10.0,5.0,4.0,12.0,14.0,4.0,3.0,2.0,2.0,0.0,0.0
2023-12-08,Juventus,Napoli,1,0,H,0.0,0.0,D,2023-2024,11.0,13.0,2.0,1.0,11.0,12.0,3.0,6.0,2.0,4.0,0.0,0.0
2023-12-09,Verona,Lazio,1,1,D,0.0,1.0,A,2023-2024,5.0,14.0,1.0,5.0,16.0,11.0,1.0,7.0,2.0,4.0,1.0,0.0
2023-12-09,Atalanta,Milan,3,2,H,1.0,1.0,D,2023-2024,19.0,14.0,7.0,4.0,11.0,11.0,6.0,4.0,1.0,5.0,0.0,1.0
2023-12-09,Inter,Udinese,4,0,H,3.0,0.0,H,2023-2024,17.0,11.0,8.0,1.0,9.0,6.0,6.0,1.0,0.0,1.0,0.0,0.0
2023-12-10,Frosinone,Torino,0,0,D,0.0,0.0,D,2023-2024,11.0,16.0,5.0,3.0,13.0,17.0,3.0,8.0,3.0,3.0,0.0,0.0
2023-12-10,Monza,Genoa,1,0,H,0.0,0.0,D,2023-2024,6.0,16.0,3.0,1.0,11.0,13.0,2.0,3.0,1.0,2.0,0.0,0.0
2023-12-10,Salernitana,Bologna,1,2,A,0.0,2.0,A,2023-2024,9.0,10.0,2.0,5.0,20.0,15.0,5.0,1.0,7.0,2.0,0.0,0.0
2023-12-10,Roma,Fiorentina,1,1,D,1.0,0.0,H,2023-2024,4.0,14.0,1.0,8.0,14.0,14.0,1.0,6.0,5.0,3.0,2.0,1.0
2023-12-11,Empoli,Lecce,1,1,D,0.0,0.0,D,2023-2024,18.0,14.0,6.0,5.0,14.0,18.0,8.0,3.0,2.0,2.0,0.0,0.0
2023-12-11,Cagliari,Sassuolo,2,1,H,0.0,1.0,A,2023-2024,18.0,8.0,6.0,4.0,15.0,15.0,10.0,4.0,1.0,7.0,0.0,1.0
2023-12-15,Genoa,Juventus,1,1,D,0.0,1.0,A,2023-2024,11.0,11.0,3.0,4.0,14.0,12.0,6.0,8.0,2.0,3.0,0.0,0.0
2023-12-16,Lecce,Frosinone,2,1,H,1.0,1.0,D,2023-2024,18.0,11.0,6.0,5.0,8.0,14.0,5.0,4.0,1.0,4.0,0.0,0.0
2023-12-16,Napoli,Cagliari,2,1,H,0.0,0.0,D,2023-2024,21.0,9.0,5.0,3.0,9.0,10.0,5.0,3.0,5.0,3.0,0.0,0.0
2023-12-16,Torino,Empoli,1,0,H,1.0,0.0,H,2023-2024,10.0,7.0,3.0,2.0,15.0,10.0,6.0,4.0,4.0,2.0,0.0,0.0
2023-12-17,Milan,Monza,3,0,H,2.0,0.0,H,2023-2024,17.0,21.0,9.0,4.0,8.0,8.0,4.0,5.0,1.0,2.0,0.0,0.0
2023-12-17,Fiorentina,Verona,1,0,H,0.0,0.0,D,2023-2024,5.0,19.0,3.0,7.0,11.0,12.0,1.0,6.0,3.0,1.0,0.0,0.0
2023-12-17,Udinese,Sassuolo,2,2,D,1.0,0.0,H,2023-2024,9.0,21.0,7.0,7.0,13.0,6.0,1.0,13.0,3.0,1.0,1.0,0.0
2023-12-17,Bologna,Roma,2,0,H,1.0,0.0,H,2023-2024,8.0,8.0,2.0,3.0,16.0,16.0,0.0,4.0,4.0,4.0,0.0,0.0
2023-12-17,Lazio,Inter,0,2,A,0.0,1.0,A,2023-2024,13.0,12.0,4.0,4.0,13.0,15.0,8.0,7.0,1.0,2.0,1.0,0.0
2023-12-18,Atalanta,Salernitana,4,1,H,0.0,1.0,A,2023-2024,20.0,10.0,11.0,3.0,9.0,11.0,10.0,7.0,1.0,2.0,0.0,0.0
2023-12-22,Empoli,Lazio,0,2,A,0.0,1.0,A,2023-2024,21.0,14.0,7.0,7.0,6.0,17.0,8.0,9.0,3.0,2.0,0.0,0.0
2023-12-22,Sassuolo,Genoa,1,2,A,1.0,0.0,H,2023-2024,12.0,14.0,3.0,5.0,11.0,9.0,3.0,6.0,2.0,1.0,0.0,0.0
2023-12-22,Monza,Fiorentina,0,1,A,0.0,1.0,A,2023-2024,7.0,14.0,2.0,5.0,12.0,16.0,1.0,4.0,3.0,4.0,0.0,0.0
2023-12-22,Salernitana,Milan,2,2,D,1.0,1.0,D,2023-2024,19.0,21.0,7.0,9.0,16.0,11.0,6.0,6.0,3.0,1.0,1.0,0.0
2023-12-23,Frosinone,Juventus,1,2,A,0.0,1.0,A,2023-2024,10.0,13.0,3.0,3.0,6.0,12.0,8.0,8.0,0.0,2.0,0.0,0.0
2023-12-23,Bologna,Atalanta,1,0,H,0.0,0.0,D,2023-2024,9.0,12.0,1.0,2.0,10.0,14.0,2.0,3.0,2.0,4.0,0.0,0.0
2023-12-23,Torino,Udinese,1,1,D,0.0,0.0,D,2023-2024,14.0,10.0,4.0,4.0,10.0,11.0,8.0,2.0,2.0,2.0,0.0,0.0
2023-12-23,Inter,Lecce,2,0,H,1.0,0.0,H,2023-2024,20.0,11.0,8.0,5.0,8.0,14.0,16.0,2.0,1.0,3.0,0.0,1.0
2023-12-23,Verona,Cagliari,2,0,H,0.0,0.0,D,2023-2024,13.0,12.0,5.0,3.0,8.0,19.0,11.0,7.0,3.0,4.0,0.0,1.0
2023-12-23,Roma,Napoli,2,0,H,0.0,0.0,D,2023-2024,17.0,7.0,4.0,2.0,19.0,12.0,4.0,0.0,7.0,4.0,0.0,2.0
2023-12-29,Fiorentina,Torino,1,0,H,0.0,0.0,D,2023-2024,12.0,6.0,3.0,3.0,11.0,15.0,4.0,2.0,4.0,2.0,0.0,0.0
2023-12-29,Napoli,Monza,0,0,D,0.0,0.0,D,2023-2024,25.0,8.0,9.0,3.0,10.0,21.0,10.0,1.0,4.0,4.0,0.0,0.0
2023-12-29,Genoa,Inter,1,1,D,1.0,1.0,D,2023-2024,13.0,16.0,4.0,6.0,13.0,15.0,8.0,2.0,2.0,2.0,0.0,0.0
2023-12-29,Lazio,Frosinone,3,1,H,0.0,0.0,D,2023-2024,13.0,11.0,5.0,2.0,18.0,15.0,6.0,2.0,3.0,2.0,0.0,0.0
2023-12-30,Atalanta,Lecce,1,0,H,0.0,0.0,D,2023-2024,17.0,15.0,4.0,2.0,10.0,16.0,5.0,6.0,2.0,2.0,0.0,0.0
2023-12-30,Cagliari,Empoli,0,0,D,0.0,0.0,D,2023-2024,15.0,5.0,3.0,1.0,18.0,18.0,8.0,6.0,1.0,3.0,0.0,0.0
2023-12-30,Udinese,Bologna,3,0,H,1.0,0.0,H,2023-2024,15.0,14.0,7.0,5.0,15.0,14.0,7.0,7.0,2.0,5.0,0.0,0.0
2023-12-30,Milan,Sassuolo,1,0,H,0.0,0.0,D,2023-2024,20.0,12.0,2.0,6.0,8.0,7.0,6.0,5.0,0.0,1.0,0.0,0.0
2023-12-30,Verona,Salernitana,0,1,A,0.0,0.0,D,2023-2024,11.0,9.0,0.0,3.0,14.0,13.0,7.0,6.0,2.0,2.0,0.0,0.0
2023-12-30,Juventus,Roma,1,0,H,0.0,0.0,D,2023-2024,13.0,11.0,4.0,2.0,15.0,14.0,2.0,2.0,1.0,1.0,0.0,0.0
2024-01-05,Bologna,Genoa,1,1,D,0.0,1.0,A,2023-2024,21.0,3.0,8.0,1.0,8.0,10.0,11.0,2.0,3.0,3.0,0.0,0.0
2024-01-06,Inter,Verona,2,1,H,1.0,0.0,H,2023-2024,15.0,8.0,6.0,3.0,16.0,15.0,7.0,0.0,0.0,2.0,0.0,1.0
2024-01-06,Frosinone,Monza,2,3,A,0.0,2.0,A,2023-2024,10.0,7.0,5.0,2.0,11.0,16.0,5.0,1.0,3.0,5.0,0.0,0.0
2024-01-06,Lecce,Cagliari,1,1,D,1.0,0.0,H,2023-2024,15.0,14.0,2.0,2.0,20.0,14.0,7.0,6.0,1.0,1.0,0.0,0.0
2024-01-06,Sassuolo,Fiorentina,1,0,H,1.0,0.0,H,2023-2024,7.0,9.0,1.0,3.0,10.0,14.0,1.0,8.0,3.0,2.0,0.0,0.0
2024-01-07,Empoli,Milan,0,3,A,0.0,2.0,A,2023-2024,17.0,13.0,2.0,6.0,9.0,13.0,6.0,6.0,1.0,2.0,0.0,0.0
2024-01-07,Torino,Napoli,3,0,H,1.0,0.0,H,2023-2024,10.0,10.0,6.0,3.0,7.0,10.0,2.0,5.0,0.0,2.0,0.0,1.0
2024-01-07,Udinese,Lazio,1,2,A,0.0,1.0,A,2023-2024,13.0,7.0,2.0,2.0,16.0,22.0,4.0,4.0,5.0,3.0,0.0,0.0
2024-01-07,Salernitana,Juventus,1,2,A,1.0,0.0,H,2023-2024,8.0,18.0,3.0,3.0,9.0,15.0,2.0,8.0,3.0,5.0,1.0,0.0
2024-01-07,Roma,Atalanta,1,1,D,1.0,1.0,D,2023-2024,16.0,8.0,6.0,2.0,14.0,14.0,6.0,5.0,1.0,6.0,0.0,0.0
2024-01-13,Genoa,Torino,0,0,D,0.0,0.0,D,2023-2024,11.0,6.0,6.0,0.0,11.0,11.0,8.0,4.0,3.0,2.0,0.0,0.0
2024-01-13,Napoli,Salernitana,2,1,H,1.0,1.0,D,2023-2024,20.0,6.0,7.0,2.0,15.0,10.0,8.0,3.0,3.0,2.0,0.0,0.0
2024-01-13,Verona,Empoli,2,1,H,1.0,0.0,H,2023-2024,12.0,14.0,7.0,1.0,20.0,17.0,5.0,9.0,4.0,3.0,1.0,0.0
2024-01-13,Monza,Inter,1,5,A,0.0,2.0,A,2023-2024,9.0,20.0,2.0,7.0,6.0,12.0,4.0,5.0,2.0,2.0,0.0,0.0
